03-12-2018 12:29:33 AM - INFO -  [ ------ EXPERIMENT: RESNET_POLAR_041218 ------ ] 

03-12-2018 12:29:33 AM - INFO -  --- PARAMETERS: --- 
03-12-2018 12:29:33 AM - INFO - Predefined metrics: [val_loss], f2, average_precision, average_recall, hamming_score
03-12-2018 12:29:33 AM - INFO - Predefined architecutres: resnet18, resnet34
03-12-2018 12:29:33 AM - INFO - Predefined batch sizes: 8, 16, 32, 64
03-12-2018 12:29:33 AM - INFO - Predefined image sizes: 64, 128, 256, 512
03-12-2018 12:29:33 AM - INFO - Dropout: 0.5
03-12-2018 12:29:33 AM - INFO - Earlystopping after: 12 epochs.
03-12-2018 12:29:33 AM - INFO - Log every 1 epochs.
03-12-2018 12:29:33 AM - INFO - GPU: 2 | Available: 4 

03-12-2018 12:29:33 AM - INFO -     ----- *** RESNET18 *** ----- 

03-12-2018 12:30:09 AM - INFO -  Learning rate = 0.023598
03-12-2018 12:30:09 AM - INFO -  Learning rates = [0.00295, 0.0059, 0.011799, 0.023598] 

03-12-2018 12:30:09 AM - INFO -  --- Batch: 8 | Img size: 64 --- 
 
03-12-2018 12:30:09 AM - INFO -  --- Type: FREEZE --- 
03-12-2018 12:30:09 AM - INFO - epoch, val_loss, f2, average_precision, average_recall, hamming_score
03-12-2018 02:06:16 AM - INFO - 39, 0.273555, 0.830489, 0.46098, 0.46298, 0.682167
03-12-2018 02:06:53 AM - INFO - 40, 0.277521, 0.827735, 0.47985, 0.462361, 0.669667
03-12-2018 02:07:30 AM - INFO - 41, 0.271714, 0.835897, 0.459946, 0.460837, 0.693417
03-12-2018 02:08:08 AM - INFO - 42, 0.275186, 0.830968, 0.473823, 0.458551, 0.679667
03-12-2018 02:08:45 AM - INFO - 43, 0.272872, 0.833286, 0.505048, 0.489463, 0.690917
03-12-2018 02:09:22 AM - INFO - 44, 0.27132, 0.840182, 0.492517, 0.463503, 0.67675
03-12-2018 02:10:00 AM - INFO - 45, 0.272204, 0.835748, 0.504993, 0.48383, 0.685083
03-12-2018 02:10:37 AM - INFO - 46, 0.273869, 0.835255, 0.502558, 0.481789, 0.6855
03-12-2018 02:11:13 AM - INFO - 47, 0.270822, 0.833996, 0.483224, 0.471082, 0.680083
03-12-2018 02:11:51 AM - INFO - 48, 0.270451, 0.83659, 0.487605, 0.468605, 0.6805
03-12-2018 02:12:29 AM - INFO - 49, 0.268499, 0.833902, 0.478544, 0.465367, 0.692167
03-12-2018 02:13:05 AM - INFO - 50, 0.269711, 0.835247, 0.469973, 0.469844, 0.687583
03-12-2018 02:13:42 AM - INFO - 51, 0.27124, 0.832714, 0.462789, 0.470932, 0.683417
03-12-2018 02:14:19 AM - INFO - 52, 0.270507, 0.831729, 0.474599, 0.478503, 0.700083
03-12-2018 02:14:57 AM - INFO - 53, 0.272671, 0.834651, 0.480558, 0.460932, 0.665083
03-12-2018 02:15:33 AM - INFO - 54, 0.271886, 0.830171, 0.475891, 0.472796, 0.67675
03-12-2018 02:16:10 AM - INFO - 55, 0.268343, 0.835534, 0.530136, 0.497789, 0.691333
03-12-2018 02:16:48 AM - INFO - 56, 0.273013, 0.82867, 0.45902, 0.463694, 0.673417
03-12-2018 02:17:25 AM - INFO - 57, 0.271823, 0.832275, 0.480748, 0.467503, 0.684667
03-12-2018 02:18:01 AM - INFO - 58, 0.274788, 0.834842, 0.499891, 0.480224, 0.690083
03-12-2018 02:18:39 AM - INFO - 59, 0.26702, 0.834643, 0.481565, 0.461599, 0.677167
03-12-2018 02:19:16 AM - INFO - 60, 0.26602, 0.833635, 0.48132, 0.459694, 0.678
03-12-2018 02:19:54 AM - INFO - 61, 0.272184, 0.834664, 0.469946, 0.470599, 0.683833
03-12-2018 02:20:31 AM - INFO - 62, 0.271396, 0.835089, 0.496857, 0.454741, 0.669667
03-12-2018 02:21:08 AM - INFO - 63, 0.270906, 0.84072, 0.475565, 0.451122, 0.676333
03-12-2018 02:21:45 AM - INFO - 64, 0.272096, 0.834013, 0.460816, 0.455884, 0.673833
03-12-2018 02:22:22 AM - INFO - 65, 0.266827, 0.83863, 0.509279, 0.48798, 0.702583
03-12-2018 02:22:59 AM - INFO - 66, 0.280199, 0.829466, 0.481388, 0.446075, 0.67425
03-12-2018 02:23:36 AM - INFO - 67, 0.270704, 0.835982, 0.460476, 0.47551, 0.6805
03-12-2018 02:24:12 AM - INFO - 68, 0.266667, 0.835674, 0.474449, 0.460939, 0.685917
03-12-2018 02:24:49 AM - INFO - 69, 0.273069, 0.833457, 0.477034, 0.481796, 0.696333
03-12-2018 02:25:26 AM - INFO - 70, 0.268199, 0.831441, 0.464313, 0.462592, 0.682167
03-12-2018 02:26:03 AM - INFO - 71, 0.267679, 0.841371, 0.485374, 0.464884, 0.68425
03-12-2018 02:26:40 AM - INFO - 72, 0.272798, 0.837497, 0.452503, 0.461932, 0.692583
03-12-2018 02:27:17 AM - INFO - *** Earlystopping! ***
03-12-2018 02:27:17 AM - INFO - [ Saved model: best_resnet18_imgsize128_batch8_freeze.h5 ] 
03-12-2018 02:27:17 AM - INFO - [ Results: [0.26602] 0.8336351651444529 0.4813197278911565 0.45969387755102054 0.6779999999999999 ]

03-12-2018 02:27:17 AM - INFO -  --- Type: UNFREEZE --- 
03-12-2018 02:27:17 AM - INFO - epoch, val_loss, f2, average_precision, average_recall, hamming_score
03-12-2018 02:28:01 AM - INFO - 0, 0.264164, 0.839885, 0.472449, 0.48132, 0.718
03-12-2018 02:28:45 AM - INFO - 1, 0.253912, 0.838786, 0.468463, 0.493279, 0.715083
03-12-2018 02:29:29 AM - INFO - 2, 0.24772, 0.846465, 0.499803, 0.518803, 0.733
03-12-2018 02:30:13 AM - INFO - 3, 0.307682, 0.813789, 0.483041, 0.471374, 0.651167
03-12-2018 02:30:58 AM - INFO - 4, 0.234084, 0.852061, 0.507517, 0.486503, 0.733
03-12-2018 02:31:42 AM - INFO - 5, 0.242472, 0.85325, 0.525544, 0.519469, 0.742167
03-12-2018 02:32:26 AM - INFO - 6, 0.227126, 0.861633, 0.529327, 0.514327, 0.746333
03-12-2018 02:33:10 AM - INFO - 7, 0.269926, 0.832345, 0.512218, 0.524068, 0.704417
03-12-2018 02:33:54 AM - INFO - 8, 0.249593, 0.843573, 0.491803, 0.490367, 0.728417
03-12-2018 02:34:38 AM - INFO - 9, 0.243194, 0.842222, 0.519422, 0.499265, 0.73175
03-12-2018 02:35:23 AM - INFO - 10, 0.224189, 0.863525, 0.551116, 0.540408, 0.770083
