,accuracy,clf,f1,fit_time,fold,precision,recall,recall_macro,roc_auc,score_time
0,0.9178082191780822,RFC,0.35714285714285715,1.297001838684082,0,0.8333333333333334,0.22727272727272727,0.6110982925703737,0.8172588832487309,0.6223218441009521
1,0.9174311926605505,RFC,0.3076923076923077,1.4052205085754395,1,0.8,0.19047619047619047,0.5927000241721054,0.7911530094271211,0.6178073883056641
2,0.9220183486238532,RFC,0.32,1.4989869594573975,2,1.0,0.19047619047619047,0.5952380952380952,0.899806623156877,0.6181683540344238
3,0.9262672811059908,RFC,0.3846153846153846,1.5101261138916016,3,1.0,0.23809523809523808,0.6190476190476191,0.863095238095238,0.6178538799285889
4,0.9078341013824884,RFC,0.16666666666666666,1.4985010623931885,4,0.6666666666666666,0.09523809523809523,0.5450680272108843,0.8077016520894071,0.6181027889251709
5,0.9078341013824884,RFC,0.2857142857142857,1.4975528717041016,5,0.5714285714285714,0.19047619047619047,0.5875850340136055,0.8657677356656949,0.6183817386627197
6,0.9124423963133641,RFC,0.24,1.503302812576294,6,0.75,0.14285714285714285,0.5688775510204082,0.8596938775510203,0.6173486709594727
7,0.9032258064516129,RFC,0.08695652173913042,1.4972562789916992,7,0.5,0.047619047619047616,0.5212585034013606,0.8206997084548104,0.6173098087310791
8,0.9124423963133641,RFC,0.3448275862068965,1.398054838180542,8,0.625,0.23809523809523808,0.6113945578231292,0.7923955296404275,0.617621660232544
9,0.9262672811059908,RFC,0.42857142857142855,1.5019338130950928,9,0.8571428571428571,0.2857142857142857,0.6403061224489797,0.9102283770651117,0.6181268692016602
10,0.8812785388127854,DTC,0.4583333333333333,4.252348899841309,0,0.4230769230769231,0.5,0.7119289340101522,0.7119289340101523,0.006560564041137695
11,0.8853211009174312,DTC,0.4444444444444445,4.11268949508667,1,0.4166666666666667,0.47619047619047616,0.7025622431713803,0.7025622431713803,0.00638580322265625
12,0.8807339449541285,DTC,0.31578947368421056,3.8922927379608154,2,0.35294117647058826,0.2857142857142857,0.6149383611312546,0.6149383611312544,0.006744384765625
13,0.8986175115207373,DTC,0.42105263157894735,4.073694944381714,3,0.47058823529411764,0.38095238095238093,0.6675170068027211,0.6675170068027211,0.006527423858642578
14,0.880184331797235,DTC,0.35,4.631839275360107,4,0.3684210526315789,0.3333333333333333,0.6360544217687075,0.6360544217687075,0.00655055046081543
15,0.8617511520737328,DTC,0.375,4.807662725448608,5,0.3333333333333333,0.42857142857142855,0.6683673469387755,0.6683673469387755,0.0066187381744384766
16,0.8755760368663594,DTC,0.30769230769230765,4.317439794540405,6,0.3333333333333333,0.2857142857142857,0.6122448979591837,0.6122448979591836,0.0065135955810546875
17,0.8525345622119815,DTC,0.2,4.055096387863159,7,0.21052631578947367,0.19047619047619047,0.5569727891156462,0.5569727891156463,0.0063745975494384766
18,0.8617511520737328,DTC,0.31818181818181823,3.6982533931732178,8,0.30434782608695654,0.3333333333333333,0.6258503401360545,0.6258503401360545,0.006398439407348633
19,0.8847926267281107,DTC,0.4680851063829788,4.207112550735474,9,0.4230769230769231,0.5238095238095238,0.7236394557823129,0.7236394557823129,0.006767749786376953
