,accuracy,clf,f1,fit_time,fold,precision,recall,recall_macro,roc_auc,score_time
0,0.9178082191780822,RFC,0.35714285714285715,1.3987679481506348,0,0.8333333333333334,0.22727272727272727,0.6110982925703737,0.8172588832487309,0.6175076961517334
1,0.9174311926605505,RFC,0.3076923076923077,1.3974206447601318,1,0.8,0.19047619047619047,0.5927000241721054,0.7911530094271211,0.6176447868347168
2,0.9220183486238532,RFC,0.32,1.4989347457885742,2,1.0,0.19047619047619047,0.5952380952380952,0.899806623156877,0.6184372901916504
3,0.9262672811059908,RFC,0.3846153846153846,1.7145287990570068,3,1.0,0.23809523809523808,0.6190476190476191,0.863095238095238,0.6170401573181152
4,0.9078341013824884,RFC,0.16666666666666666,1.514754295349121,4,0.6666666666666666,0.09523809523809523,0.5450680272108843,0.8077016520894071,0.6176712512969971
5,0.9078341013824884,RFC,0.2857142857142857,1.498077392578125,5,0.5714285714285714,0.19047619047619047,0.5875850340136055,0.8657677356656949,0.6171505451202393
6,0.9124423963133641,RFC,0.24,1.4996490478515625,6,0.75,0.14285714285714285,0.5688775510204082,0.8596938775510203,0.618215799331665
7,0.9032258064516129,RFC,0.08695652173913042,1.5016756057739258,7,0.5,0.047619047619047616,0.5212585034013606,0.8206997084548104,0.6174588203430176
8,0.9124423963133641,RFC,0.3448275862068965,1.3982453346252441,8,0.625,0.23809523809523808,0.6113945578231292,0.7923955296404275,0.617321252822876
9,0.9262672811059908,RFC,0.42857142857142855,1.4994192123413086,9,0.8571428571428571,0.2857142857142857,0.6403061224489797,0.9102283770651117,0.6182441711425781
10,0.8812785388127854,DTC,0.4583333333333333,4.250921964645386,0,0.4230769230769231,0.5,0.7119289340101522,0.7119289340101523,0.0068094730377197266
11,0.8853211009174312,DTC,0.4444444444444445,4.351990222930908,1,0.4166666666666667,0.47619047619047616,0.7025622431713803,0.7025622431713803,0.006608724594116211
12,0.8807339449541285,DTC,0.31578947368421056,3.8710100650787354,2,0.35294117647058826,0.2857142857142857,0.6149383611312546,0.6149383611312544,0.006246805191040039
13,0.8986175115207373,DTC,0.42105263157894735,4.0268754959106445,3,0.47058823529411764,0.38095238095238093,0.6675170068027211,0.6675170068027211,0.006706714630126953
14,0.880184331797235,DTC,0.35,4.666079998016357,4,0.3684210526315789,0.3333333333333333,0.6360544217687075,0.6360544217687075,0.0066721439361572266
15,0.8617511520737328,DTC,0.375,4.828307151794434,5,0.3333333333333333,0.42857142857142855,0.6683673469387755,0.6683673469387755,0.006691932678222656
