,accuracy,clf,f1,fit_time,fold,precision,recall,recall_macro,roc_auc,score_time
0,0.7660550458715596,RFC,0.8222996515679443,0.894298791885376,0,0.7712418300653595,0.8805970149253731,0.7319651741293532,0.835554371002132,0.6175308227539062
1,0.7935779816513762,RFC,0.8351648351648351,0.8962769508361816,1,0.8201438848920863,0.8507462686567164,0.7765636105188344,0.8607853589196873,0.6175022125244141
2,0.7752293577981652,RFC,0.8243727598566308,0.8962447643280029,2,0.7931034482758621,0.8582089552238806,0.7505330490405118,0.8642501776830135,0.617612361907959
3,0.7660550458715596,RFC,0.8172043010752688,0.9023048877716064,3,0.7862068965517242,0.8507462686567164,0.7408493248045487,0.8230277185501066,0.6175072193145752
4,0.7981651376146789,RFC,0.841726618705036,0.8965668678283691,4,0.8125,0.8731343283582089,0.7758528784648188,0.8822405828002843,0.6176810264587402
5,0.7385321100917431,RFC,0.7942238267148015,0.8975532054901123,5,0.7692307692307693,0.8208955223880597,0.7140191897654584,0.7703891257995736,0.6174862384796143
6,0.783410138248848,RFC,0.8315412186379928,0.8983359336853027,6,0.8,0.8656716417910447,0.7581370257147995,0.8686387340406402,0.6173136234283447
7,0.7926267281105991,RFC,0.8398576512455515,0.8957874774932861,7,0.8027210884353742,0.8805970149253731,0.7655997122819637,0.868683689983816,0.6171205043792725
8,0.7870370370370371,RFC,0.8308823529411764,0.895871639251709,8,0.8129496402877698,0.849624060150376,0.7681855240510915,0.8546969834224114,0.6170649528503418
9,0.7546296296296297,RFC,0.8153310104529616,0.8963785171508789,9,0.7597402597402597,0.8796992481203008,0.7169580577950901,0.8010689374037503,0.6177372932434082
10,0.6009174311926605,DTC,0.6666666666666666,2.049133062362671,0,0.6850393700787402,0.6492537313432836,0.5865316275764036,0.5865316275764036,0.006562471389770508
11,0.7064220183486238,DTC,0.7647058823529411,1.9623310565948486,1,0.7536231884057971,0.7761194029850746,0.685678749111585,0.6856787491115849,0.006743431091308594
12,0.6880733944954128,DTC,0.7384615384615385,1.8753762245178223,2,0.7619047619047619,0.7164179104477612,0.679637526652452,0.6796375266524519,0.006543159484863281
13,0.6605504587155964,DTC,0.7175572519083969,2.300539016723633,3,0.734375,0.7014925373134329,0.6483653162757641,0.6483653162757641,0.006715059280395508
14,0.6651376146788991,DTC,0.7265917602996254,1.875063180923462,4,0.7293233082706767,0.7238805970149254,0.6476545842217484,0.6476545842217484,0.006829023361206055
15,0.6743119266055045,DTC,0.7320754716981132,1.9006683826446533,5,0.7404580152671756,0.7238805970149254,0.6595593461265103,0.6595593461265103,0.0066492557525634766
16,0.6359447004608295,DTC,0.6973180076628352,2.022581100463867,6,0.7165354330708661,0.6791044776119403,0.6226847689264521,0.6226847689264521,0.007001638412475586
17,0.6774193548387096,DTC,0.7328244274809161,2.200343370437622,7,0.75,0.7164179104477612,0.6654378708865312,0.6654378708865312,0.006858348846435547
18,0.7314814814814815,DTC,0.7786259541984734,2.143596887588501,8,0.7906976744186046,0.7669172932330827,0.7208080442069027,0.7208080442069027,0.006688594818115234
19,0.6712962962962963,DTC,0.7380073800738007,1.970156192779541,9,0.7246376811594203,0.7518796992481203,0.6470241869734576,0.6470241869734579,0.006754636764526367
20,0.6788990825688074,KNN,0.736842105263158,0.11071443557739258,0,0.7424242424242424,0.7313432835820896,0.6632906894100924,0.7612828713574983,2.4237630367279053
21,0.6926605504587156,KNN,0.7432950191570882,0.11326479911804199,1,0.7637795275590551,0.7238805970149254,0.6833688699360341,0.7372956645344706,3.2214372158050537
22,0.6880733944954128,KNN,0.746268656716418,0.11400771141052246,2,0.746268656716418,0.746268656716418,0.6707533759772566,0.744314143567875,3.5219433307647705
23,0.6880733944954128,KNN,0.746268656716418,0.11490178108215332,3,0.746268656716418,0.746268656716418,0.6707533759772566,0.7563077469793889,3.6219496726989746
24,0.7201834862385321,KNN,0.7644787644787645,0.11452841758728027,4,0.792,0.7388059701492538,0.7146410803127221,0.7540867093105899,3.5216996669769287
25,0.6559633027522935,KNN,0.7191011235955056,0.11323380470275879,5,0.7218045112781954,0.7164179104477612,0.6379708599857854,0.6715973702914002,3.0388357639312744
26,0.728110599078341,KNN,0.7756653992395437,0.11480951309204102,6,0.7906976744186046,0.7611940298507462,0.7179464125157345,0.7445153749325661,3.320728302001953
27,0.7557603686635944,KNN,0.8058608058608059,0.11794710159301758,7,0.7913669064748201,0.8208955223880597,0.735748966013307,0.7958101060960259,3.622600555419922
28,0.7314814814814815,KNN,0.7819548872180451,0.11211943626403809,8,0.7819548872180451,0.7819548872180451,0.7162786484282997,0.7450856055802156,3.4214541912078857
29,0.6666666666666666,KNN,0.7391304347826089,0.1144571304321289,9,0.7132867132867133,0.7669172932330827,0.6364706948093124,0.7053628046018661,3.120337724685669
30,0.573394495412844,GaussianNB,0.6847457627118644,0.08650445938110352,0,0.6273291925465838,0.753731343283582,0.5197228144989339,0.531272210376688,0.026718854904174805
31,0.6376146788990825,GaussianNB,0.726643598615917,0.08057522773742676,1,0.6774193548387096,0.7835820895522388,0.5941719971570718,0.6215351812366738,0.026323556900024414
32,0.6513761467889908,GaussianNB,0.7379310344827587,0.0819704532623291,2,0.6858974358974359,0.7985074626865671,0.6075870646766169,0.6219349680170575,0.025364160537719727
33,0.5825688073394495,GaussianNB,0.6872852233676976,0.08229303359985352,3,0.6369426751592356,0.746268656716418,0.5338486140724947,0.523542999289268,0.026144027709960938
34,0.6238532110091743,GaussianNB,0.7112676056338028,0.08314013481140137,4,0.6733333333333333,0.753731343283582,0.5851990049751243,0.5859985785358921,0.026228666305541992
