,accuracy,clf,f1,fit_time,fold,precision,recall,recall_macro,roc_auc,score_time
0,0.8394495412844036,RFC,0.18604651162790695,0.8967130184173584,0,0.5,0.11428571428571428,0.5462138953942233,0.7929742388758784,0.6173157691955566
1,0.8394495412844036,RFC,0.10256410256410256,0.9046990871429443,1,0.5,0.05714285714285714,0.5231069476971116,0.7678376268540202,0.6183292865753174
2,0.8302752293577982,RFC,0.05128205128205128,1.005275011062622,2,0.25,0.02857142857142857,0.5060889929742388,0.74192037470726,0.6189227104187012
3,0.8486238532110092,RFC,0.19512195121951217,0.9046063423156738,3,0.6666666666666666,0.11428571428571428,0.5516783762685402,0.7542544886807182,0.6178860664367676
4,0.8387096774193549,RFC,0.10256410256410256,0.9025406837463379,4,0.5,0.05714285714285714,0.5230769230769231,0.7645211930926217,0.6180720329284668
5,0.8571428571428571,RFC,0.2439024390243902,0.89790940284729,5,0.8333333333333334,0.14285714285714285,0.5686813186813187,0.7481946624803768,0.618293285369873
6,0.847926267281106,RFC,0.15384615384615383,0.8984403610229492,6,0.75,0.08571428571428572,0.5401098901098901,0.7248037676609106,0.6184234619140625
7,0.8341013824884793,RFC,0.14285714285714285,0.9087586402893066,7,0.42857142857142855,0.08571428571428572,0.5318681318681319,0.7638932496075354,0.6169068813323975
8,0.8433179723502304,RFC,0.10526315789473684,0.8990805149078369,8,0.6666666666666666,0.05714285714285714,0.5258241758241758,0.7804552590266876,0.6176176071166992
9,0.8571428571428571,RFC,0.20512820512820512,1.0061049461364746,9,1.0,0.11428571428571428,0.5571428571428572,0.8832810047095762,0.6188044548034668
10,0.7293577981651376,DTC,0.1917808219178082,1.9389457702636719,0,0.18421052631578946,0.2,0.5153005464480874,0.5153005464480874,0.006722211837768555
11,0.7568807339449541,DTC,0.20895522388059704,1.7495625019073486,1,0.21875,0.2,0.5316939890710383,0.5316939890710383,0.0064525604248046875
12,0.7431192660550459,DTC,0.3170731707317073,2.056077718734741,2,0.2765957446808511,0.37142857142857144,0.5928181108508978,0.5928181108508978,0.0066220760345458984
13,0.8027522935779816,DTC,0.39436619718309857,2.0326662063598633,3,0.3888888888888889,0.4,0.6398907103825137,0.6398907103825136,0.006480693817138672
14,0.7649769585253456,DTC,0.28169014084507044,1.9071681499481201,4,0.2777777777777778,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.006777286529541016
15,0.7419354838709677,DTC,0.1764705882352941,2.049586534500122,5,0.18181818181818182,0.17142857142857143,0.5115384615384615,0.5115384615384616,0.006906032562255859
16,0.7004608294930875,DTC,0.23529411764705882,1.8792715072631836,6,0.2,0.2857142857142857,0.532967032967033,0.5329670329670328,0.006546497344970703
17,0.8110599078341014,DTC,0.40579710144927533,1.8012597560882568,7,0.4117647058823529,0.4,0.645054945054945,0.645054945054945,0.006329536437988281
18,0.783410138248848,DTC,0.3733333333333333,2.040872573852539,8,0.35,0.4,0.6285714285714286,0.6285714285714286,0.006507396697998047
19,0.7972350230414746,DTC,0.3529411764705882,1.7754900455474854,9,0.36363636363636365,0.34285714285714286,0.6137362637362638,0.6137362637362638,0.006526947021484375
20,0.8211009174311926,KNN,0.360655737704918,0.11205172538757324,0,0.4230769230769231,0.3142857142857143,0.61615925058548,0.6937548790007806,2.62288236618042
21,0.8165137614678899,KNN,0.3333333333333333,0.11485958099365234,1,0.4,0.2857142857142857,0.6018735362997658,0.6483996877439501,3.8272781372070312
22,0.7981651376146789,KNN,0.37142857142857144,0.11346864700317383,2,0.37142857142857144,0.37142857142857144,0.6256049960967993,0.6725214676034348,3.8292601108551025
23,0.8302752293577982,KNN,0.3728813559322034,0.12267947196960449,3,0.4583333333333333,0.3142857142857143,0.621623731459797,0.7225604996096799,3.927478313446045
24,0.7926267281105991,KNN,0.23728813559322035,0.11408329010009766,4,0.2916666666666667,0.2,0.5532967032967033,0.6681318681318682,3.433833122253418
25,0.783410138248848,KNN,0.17543859649122806,0.11450743675231934,5,0.22727272727272727,0.14285714285714285,0.5247252747252747,0.5829670329670329,3.321516275405884
26,0.7649769585253456,KNN,0.23880597014925375,0.11707043647766113,6,0.25,0.22857142857142856,0.5483516483516484,0.5868131868131867,3.3215575218200684
27,0.8064516129032258,KNN,0.3,0.11691021919250488,7,0.36,0.2571428571428571,0.5846153846153845,0.6810832025117739,3.4218549728393555
28,0.7972350230414746,KNN,0.2903225806451613,0.11399078369140625,8,0.3333333333333333,0.2571428571428571,0.5791208791208791,0.6377551020408163,3.6231329441070557
29,0.8341013824884793,KNN,0.3333333333333333,0.11451554298400879,9,0.47368421052631576,0.2571428571428571,0.6010989010989011,0.7116169544740972,3.2287933826446533
30,0.5779816513761468,GaussianNB,0.352112676056338,0.08046555519104004,0,0.2336448598130841,0.7142857142857143,0.6330991412958626,0.6414519906323185,0.02553868293762207
31,0.6100917431192661,GaussianNB,0.37037037037037035,0.08245205879211426,1,0.25,0.7142857142857143,0.6522248243559718,0.6810304449648712,0.026255130767822266
32,0.5412844036697247,GaussianNB,0.3902439024390244,0.08340620994567871,2,0.24806201550387597,0.9142857142857143,0.6921155347384855,0.6811865729898517,0.025838136672973633
33,0.5458715596330275,GaussianNB,0.35294117647058826,0.08368229866027832,3,0.2288135593220339,0.7714285714285715,0.637080405932865,0.6646370023419204,0.026044368743896484
34,0.5576036866359447,GaussianNB,0.35135135135135137,0.08139276504516602,4,0.23008849557522124,0.7428571428571429,0.6324175824175824,0.6464678178963894,0.02599930763244629
